UC,Cjto,Alimentador,SE,Interrupcao,Tipo,Motivo_expurgo,Data_inicio,Hora_inicio,Data_fim,Horario_fim,Fato Gerador,Nivel Tensao
2548810,12878,INO51,INO,2216357,Interrupção não programada,,6/18/2014,10:11:00,6/18/2014,12:08:00,Meio Ambiente,34500
31418279,12854,IGU52,IGU,2216497,Interrupção não programada,,6/18/2014,14:40:00,6/18/2014,14:42:00,Própria do Sistema,34500
31440932,12854,IGU52,IGU,2216497,Interrupção não programada,,6/18/2014,14:40:00,6/18/2014,14:42:00,Própria do Sistema,34500
2702525,12854,IGU52,IGU,2216497,Interrupção não programada,,6/18/2014,14:40:00,6/18/2014,14:42:00,Própria do Sistema,34500
1388231,12860,mar.-52,MAR,2216703,Interrupção não programada,,6/19/2014,5:03:00,6/19/2014,9:20:00,Meio Ambiente,34500
13320611,12860,mar.-52,MAR,2216703,Interrupção não programada,,6/19/2014,5:03:00,6/19/2014,9:20:00,Meio Ambiente,34500
12169528,12881,PMU02,PMU,2216819,Interrupção não programada,,6/19/2014,12:26:00,6/30/2014,23:59:00,Meio Ambiente,13800
2840456,12827,CSU52,CSU,2216936,Interrupção não programada,,6/19/2014,18:30:00,6/20/2014,8:15:00,Própria do Sistema,34500
30093651,12807,CAM52,CAM,2216976,Interrupção não programada,,6/20/2014,1:47:00,6/20/2014,17:00:00,Própria do Sistema,34500
2702525,12854,IGU52,IGU,2217530,Interrupção não programada,,6/21/2014,9:36:00,6/24/2014,14:00:00,Terceiros,34500
12056146,12807,CAM52,CAM,2218037,Interrupção não programada,,6/22/2014,21:56:00,6/23/2014,6:36:00,Própria do Sistema,34500
12056146,12807,CAM52,CAM,2218082,Interrupção não programada,,6/23/2014,8:00:00,6/23/2014,11:00:00,Própria do Sistema,34500
10108751,15627,ACA51,ACA,2219767,Interrupção não programada,,6/26/2014,14:50:00,6/26/2014,18:30:00,Própria do Sistema,34500
9607650,12803,BON51,BON,2220194,Interrupção não programada,,6/27/2014,13:31:00,6/28/2014,14:34:00,Própria do Sistema,34500
9809970,12803,BON51,BON,2220194,Interrupção não programada,,6/27/2014,13:31:00,6/28/2014,14:34:00,Própria do Sistema,34500
9607650,12803,BON51,BON,2220194,Interrupção não programada,,6/28/2014,17:05:00,6/28/2014,17:12:00,Própria do Sistema,34500
9809970,12803,BON51,BON,2220194,Interrupção não programada,,6/28/2014,17:05:00,6/28/2014,17:12:00,Própria do Sistema,34500
11730846,12803,ACA51,ACA,2220282,Interrupção programada,,6/24/2014,11:35:00,6/24/2014,11:37:00,Manutenção,34500
11736623,12803,ACA51,ACA,2220282,Interrupção programada,,6/24/2014,11:35:00,6/24/2014,11:37:00,Manutenção,34500
30244650,12803,ACA51,ACA,2220282,Interrupção programada,,6/24/2014,11:35:00,6/24/2014,11:37:00,Manutenção,34500
11729830,15627,ACA51,ACA,2220282,Interrupção programada,,6/24/2014,11:35:00,6/24/2014,11:37:00,Manutenção,34500
11730846,12803,ACA51,ACA,2220282,Interrupção programada,,6/24/2014,19:19:00,6/24/2014,19:21:00,Manutenção,34500
11736623,12803,ACA51,ACA,2220282,Interrupção programada,,6/24/2014,19:19:00,6/24/2014,19:21:00,Manutenção,34500
30244650,12803,ACA51,ACA,2220282,Interrupção programada,,6/24/2014,19:19:00,6/24/2014,19:21:00,Manutenção,34500
11729830,15627,ACA51,ACA,2220282,Interrupção programada,,6/24/2014,19:19:00,6/24/2014,19:21:00,Manutenção,34500
10108751,15627,ACA51,ACA,2220289,Interrupção não programada,,6/24/2014,18:16:00,6/24/2014,18:31:00,Própria do Sistema,34500
11730846,12803,ACA51,ACA,2220289,Interrupção não programada,,6/24/2014,18:16:00,6/24/2014,18:43:00,Própria do Sistema,34500
11736623,12803,ACA51,ACA,2220289,Interrupção não programada,,6/24/2014,18:16:00,6/24/2014,18:43:00,Própria do Sistema,34500
30244650,12803,ACA51,ACA,2220289,Interrupção não programada,,6/24/2014,18:16:00,6/24/2014,18:43:00,Própria do Sistema,34500
11729830,15627,ACA51,ACA,2220289,Interrupção não programada,,6/24/2014,18:16:00,6/24/2014,18:43:00,Própria do Sistema,34500
1388231,12860,mar.-52,MAR,2234296,Interrupção não programada,,6/10/2014,5:47:00,6/10/2014,5:53:00,Não Classificada,34500
13320611,12860,mar.-52,MAR,2234296,Interrupção não programada,,6/10/2014,5:47:00,6/10/2014,5:53:00,Não Classificada,34500
1887297,12875,NAN51,NAN,2215499,Interrupção programada,,7/2/2014,11:16:00,7/2/2014,16:54:00,Manutenção,34500
1887297,12875,NAN51,NAN,2219286,Interrupção programada,,7/15/2014,11:02:00,7/15/2014,16:50:00,Manutenção,34500
11729830,15627,ACA51,ACA,2219340,Interrupção programada,,7/10/2014,11:29:00,7/10/2014,17:01:00,Manutenção,34500
1887297,12875,NAN51,NAN,2223689,Interrupção não programada,,7/4/2014,19:14:00,7/4/2014,22:15:00,Própria do Sistema,34500
13992121,12807,CAM52,CAM,2223861,Interrupção não programada,,7/5/2014,10:45:00,7/5/2014,14:38:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2223901,Interrupção não programada,,7/5/2014,11:54:00,7/5/2014,14:56:00,Própria do Sistema,34500
11729830,15627,ACA51,ACA,2224277,Interrupção não programada,,7/6/2014,6:51:00,7/6/2014,8:51:00,Própria do Sistema,34500
10099841,15632,NIO51,NIO,2224289,Interrupção não programada,,7/6/2014,7:35:00,7/6/2014,10:26:00,Não Classificada,34500
10099859,15632,NIO51,NIO,2224289,Interrupção não programada,,7/6/2014,7:35:00,7/6/2014,10:26:00,Não Classificada,34500
10108751,15627,ACA51,ACA,2224372,Interrupção não programada,,7/6/2014,11:53:00,7/6/2014,15:10:00,Meio Ambiente,34500
32156987,12831,COR52,COR,2224646,Interrupção não programada,,7/6/2014,23:35:00,7/6/2014,23:40:00,Própria do Sistema,34500
32542895,12831,COR52,COR,2224646,Interrupção não programada,,7/6/2014,23:35:00,7/6/2014,23:40:00,Própria do Sistema,34500
13320611,12860,mar.-52,MAR,2224708,Interrupção não programada,,7/7/2014,7:46:00,7/7/2014,10:30:00,Meio Ambiente,34500
1388231,12860,mar.-52,MAR,2224708,Interrupção não programada,,7/7/2014,7:46:00,7/7/2014,10:30:00,Meio Ambiente,34500
1887297,12875,NAN51,NAN,2225143,Interrupção não programada,,7/7/2014,17:39:00,7/7/2014,22:30:00,Meio Ambiente,34500
1887297,12875,NAN51,NAN,2225609,Interrupção não programada,,7/8/2014,14:05:00,7/8/2014,16:30:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2225637,Interrupção não programada,,7/8/2014,15:07:00,7/8/2014,15:26:00,Própria do Sistema,34500
11311649,12878,INO51,INO,2227872,Interrupção não programada,,7/12/2014,17:37:00,7/12/2014,19:31:00,Própria do Sistema,34500
2702525,12854,IGU52,IGU,2227957,Interrupção não programada,,7/13/2014,0:03:00,7/13/2014,2:43:00,Própria do Sistema,34500
31440932,12854,IGU52,IGU,2227957,Interrupção não programada,,7/13/2014,0:03:00,7/13/2014,2:43:00,Própria do Sistema,34500
31418279,12854,IGU52,IGU,2227957,Interrupção não programada,,7/13/2014,0:03:00,7/13/2014,2:43:00,Própria do Sistema,34500
13992121,12807,CAM52,CAM,2228246,Interrupção não programada,,7/14/2014,4:49:00,7/14/2014,7:00:00,Própria do Sistema,34500
15109348,12807,CAM52,CAM,2228246,Interrupção não programada,,7/14/2014,4:49:00,7/14/2014,7:00:00,Própria do Sistema,34500
15789802,12807,CAM52,CAM,2228246,Interrupção não programada,,7/14/2014,4:49:00,7/14/2014,7:00:00,Própria do Sistema,34500
1887297,12875,NAN51,NAN,2228502,Interrupção não programada,,7/14/2014,12:41:00,7/14/2014,15:11:00,Própria do Sistema,34500
2702525,12854,IGU52,IGU,2229103,Interrupção não programada,,7/15/2014,14:25:00,7/16/2014,9:00:00,Própria do Sistema,34500
13992121,12807,CAM52,CAM,2229170,Interrupção não programada,,7/15/2014,16:19:00,7/15/2014,18:15:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2229229,Interrupção não programada,,7/15/2014,18:07:00,7/16/2014,7:55:00,Própria do Sistema,34500
2548810,12878,INO51,INO,2229983,Interrupção não programada,,7/17/2014,12:42:00,7/17/2014,15:04:00,Própria do Sistema,34500
1388231,12860,mar.-52,MAR,2230013,Interrupção não programada,,7/17/2014,13:11:00,7/17/2014,18:12:00,Própria do Sistema,34500
13320611,12860,mar.-52,MAR,2230013,Interrupção não programada,,7/17/2014,13:11:00,7/17/2014,18:12:00,Própria do Sistema,34500
30841011,12834,COX51,COX,2230305,Interrupção não programada,,7/17/2014,20:08:00,7/18/2014,1:48:00,Própria do Sistema,34500
30841020,12834,COX51,COX,2230305,Interrupção não programada,,7/17/2014,20:08:00,7/18/2014,1:48:00,Própria do Sistema,34500
30244650,12803,ACA51,ACA,2230314,Interrupção não programada,,7/17/2014,20:27:00,7/17/2014,20:34:00,Própria do Sistema,34500
11730846,12803,ACA51,ACA,2230314,Interrupção não programada,,7/17/2014,20:27:00,7/17/2014,20:34:00,Própria do Sistema,34500
11736623,12803,ACA51,ACA,2230314,Interrupção não programada,,7/17/2014,20:27:00,7/17/2014,20:34:00,Própria do Sistema,34500
11729830,15627,ACA51,ACA,2230314,Interrupção não programada,,7/17/2014,20:27:00,7/17/2014,22:40:00,Própria do Sistema,34500
30244650,12803,ACA51,ACA,2230314,Interrupção não programada,,7/17/2014,20:43:00,7/17/2014,23:25:00,Própria do Sistema,34500
11736623,12803,ACA51,ACA,2230314,Interrupção não programada,,7/17/2014,20:43:00,7/17/2014,23:25:00,Própria do Sistema,34500
11730846,12803,ACA51,ACA,2230314,Interrupção não programada,,7/17/2014,20:43:00,7/17/2014,23:25:00,Própria do Sistema,34500
11730846,12803,ACA51,ACA,2230430,Interrupção não programada,,7/17/2014,23:26:00,7/18/2014,4:01:00,Meio Ambiente,34500
11736623,12803,ACA51,ACA,2230430,Interrupção não programada,,7/17/2014,23:26:00,7/18/2014,4:01:00,Meio Ambiente,34500
30244650,12803,ACA51,ACA,2230430,Interrupção não programada,,7/17/2014,23:26:00,7/18/2014,4:01:00,Meio Ambiente,34500
1887297,12875,NAN51,NAN,2230750,Interrupção não programada,,7/18/2014,2:07:00,7/18/2014,2:16:00,Meio Ambiente,34500
2285339,15632,BVI02,BVI,2232060,Interrupção não programada,6,7/18/2014,10:19:00,7/18/2014,15:00:00,Meio Ambiente,13800
2285321,15632,BVI02,BVI,2232060,Interrupção não programada,6,7/18/2014,10:19:00,7/18/2014,15:00:00,Meio Ambiente,13800
15789802,12807,CAM52,CAM,2232065,Interrupção não programada,,7/18/2014,10:15:00,7/18/2014,15:32:00,Meio Ambiente,34500
15109348,12807,CAM52,CAM,2232065,Interrupção não programada,,7/18/2014,10:15:00,7/18/2014,15:32:00,Meio Ambiente,34500
13992121,12807,CAM52,CAM,2232065,Interrupção não programada,,7/18/2014,10:15:00,7/18/2014,15:32:00,Meio Ambiente,34500
11729830,15627,ACA51,ACA,2232694,Interrupção não programada,,7/18/2014,14:39:00,7/18/2014,19:34:00,Meio Ambiente,34500
15109348,12807,CAM52,CAM,2232965,Interrupção não programada,,7/18/2014,16:14:00,7/18/2014,18:03:00,Própria do Sistema,34500
13992121,12807,CAM52,CAM,2232965,Interrupção não programada,,7/18/2014,16:14:00,7/18/2014,18:07:00,Própria do Sistema,34500
15789802,12807,CAM52,CAM,2232965,Interrupção não programada,,7/18/2014,16:14:00,7/18/2014,18:07:00,Própria do Sistema,34500
11311649,12878,INO51,INO,2233027,Interrupção não programada,,7/18/2014,17:33:00,7/18/2014,19:11:00,Própria do Sistema,34500
31440932,12854,IGU52,IGU,2233279,Interrupção não programada,,7/19/2014,2:37:00,7/19/2014,5:32:00,Própria do Sistema,34500
31418279,12854,IGU52,IGU,2233279,Interrupção não programada,,7/19/2014,2:37:00,7/19/2014,5:32:00,Própria do Sistema,34500
2702525,12854,IGU52,IGU,2233279,Interrupção não programada,,7/19/2014,2:37:00,7/19/2014,7:01:00,Própria do Sistema,34500
12056146,12807,CAM52,CAM,2233882,Interrupção não programada,,7/20/2014,3:21:00,7/20/2014,3:23:00,Meio Ambiente,34500
30093651,12807,CAM52,CAM,2233882,Interrupção não programada,,7/20/2014,3:21:00,7/20/2014,3:23:00,Meio Ambiente,34500
15109348,12807,CAM52,CAM,2233882,Interrupção não programada,,7/20/2014,3:21:00,7/20/2014,6:13:00,Meio Ambiente,34500
13992121,12807,CAM52,CAM,2233882,Interrupção não programada,,7/20/2014,3:21:00,7/20/2014,8:40:00,Meio Ambiente,34500
15789802,12807,CAM52,CAM,2233882,Interrupção não programada,,7/20/2014,3:21:00,7/20/2014,8:40:00,Meio Ambiente,34500
15789802,12807,CAM52,CAM,2234396,Interrupção não programada,,7/21/2014,10:27:00,7/21/2014,13:47:00,Própria do Sistema,34500
2285339,15632,BVI02,BVI,2234733,Interrupção não programada,,7/21/2014,19:45:00,7/21/2014,19:52:00,Própria do Sistema,13800
2285321,15632,BVI02,BVI,2234733,Interrupção não programada,,7/21/2014,19:45:00,7/21/2014,19:52:00,Própria do Sistema,13800
30841020,12834,COX51,COX,2235056,Interrupção não programada,,7/22/2014,11:47:00,7/22/2014,14:54:00,Meio Ambiente,34500
30841011,12834,COX51,COX,2235056,Interrupção não programada,,7/22/2014,11:47:00,7/22/2014,14:54:00,Meio Ambiente,34500
11736623,12803,ACA51,ACA,2235415,Interrupção não programada,6,7/23/2014,1:07:00,7/23/2014,6:50:00,Meio Ambiente,34500
11730846,12803,ACA51,ACA,2235415,Interrupção não programada,6,7/23/2014,1:07:00,7/23/2014,6:50:00,Meio Ambiente,34500
30244650,12803,ACA51,ACA,2235415,Interrupção não programada,6,7/23/2014,1:07:00,7/23/2014,6:50:00,Meio Ambiente,34500
30244650,12803,ACA51,ACA,2235415,Interrupção não programada,6,7/23/2014,8:11:00,7/23/2014,8:16:00,Meio Ambiente,34500
11736623,12803,ACA51,ACA,2235415,Interrupção não programada,6,7/23/2014,8:11:00,7/23/2014,8:16:00,Meio Ambiente,34500
11730846,12803,ACA51,ACA,2235415,Interrupção não programada,6,7/23/2014,8:11:00,7/23/2014,8:16:00,Meio Ambiente,34500
31418279,12854,IGU52,IGU,2235424,Interrupção não programada,6,7/23/2014,3:28:00,7/23/2014,3:30:00,Meio Ambiente,34500
2702525,12854,IGU52,IGU,2235424,Interrupção não programada,6,7/23/2014,3:28:00,7/23/2014,3:30:00,Meio Ambiente,34500
31440932,12854,IGU52,IGU,2235424,Interrupção não programada,6,7/23/2014,3:28:00,7/23/2014,3:30:00,Meio Ambiente,34500
9809970,12803,BON51,BON,2236225,Interrupção não programada,,7/22/2014,19:38:00,7/23/2014,16:48:00,Não Classificada,34500
9607650,12803,BON51,BON,2236225,Interrupção não programada,,7/22/2014,19:38:00,7/23/2014,16:48:00,Não Classificada,34500
12056146,12807,CAM52,CAM,2236569,Interrupção não programada,,7/23/2014,13:02:00,7/23/2014,16:00:00,Meio Ambiente,34500
12169528,12881,PMU02,PMU,2236706,Interrupção não programada,,7/1/2014,0:01:00,7/31/2014,15:45:00,Meio Ambiente,13800
30841011,12834,COX51,COX,2236947,Interrupção não programada,,7/23/2014,15:24:00,7/24/2014,11:19:00,Meio Ambiente,34500
30841020,12834,COX51,COX,2236947,Interrupção não programada,,7/23/2014,15:24:00,7/24/2014,11:19:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2237090,Interrupção não programada,,7/23/2014,16:20:00,7/23/2014,17:16:00,Meio Ambiente,34500
9607650,12803,BON51,BON,2237354,Interrupção não programada,6,7/23/2014,17:55:00,7/24/2014,9:11:00,Meio Ambiente,34500
9809970,12803,BON51,BON,2237354,Interrupção não programada,6,7/23/2014,17:55:00,7/24/2014,9:11:00,Meio Ambiente,34500
1388231,12860,mar.-52,MAR,2238484,Interrupção não programada,6,7/23/2014,16:24:00,7/25/2014,16:10:00,Meio Ambiente,34500
2548810,12878,INO51,INO,2238886,Interrupção não programada,,7/24/2014,10:20:00,7/24/2014,16:27:00,Terceiros,34500
11311649,12878,INO51,INO,2238886,Interrupção não programada,,7/24/2014,10:20:00,7/24/2014,17:20:00,Terceiros,34500
30841011,12834,COX51,COX,2239024,Interrupção não programada,,7/24/2014,14:08:00,7/24/2014,22:39:00,Meio Ambiente,34500
30841020,12834,COX51,COX,2239024,Interrupção não programada,,7/24/2014,14:08:00,7/24/2014,22:39:00,Meio Ambiente,34500
15109348,12807,CAM52,CAM,2239284,Interrupção não programada,,7/24/2014,10:53:00,7/25/2014,10:55:00,Meio Ambiente,34500
30093651,12807,CAM52,CAM,2239589,Interrupção não programada,,7/25/2014,5:21:00,7/25/2014,8:58:00,Própria do Sistema,34500
9809970,12803,BON51,BON,2240438,Interrupção não programada,,7/26/2014,7:12:00,7/26/2014,14:45:00,Meio Ambiente,34500
15109348,12807,CAM52,CAM,2240996,Interrupção não programada,,7/26/2014,20:24:00,7/26/2014,21:50:00,Meio Ambiente,34500
13992121,12807,CAM52,CAM,2240996,Interrupção não programada,,7/26/2014,20:24:00,7/27/2014,9:27:00,Meio Ambiente,34500
15789802,12807,CAM52,CAM,2240996,Interrupção não programada,,7/26/2014,20:24:00,7/27/2014,9:27:00,Meio Ambiente,34500
10099859,15632,NIO51,NIO,2241108,Interrupção não programada,,7/27/2014,9:36:00,7/27/2014,11:38:00,Meio Ambiente,34500
10099859,15632,NIO51,NIO,2241358,Interrupção não programada,,7/27/2014,18:31:00,7/27/2014,21:10:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2241533,Interrupção não programada,,7/28/2014,7:11:00,7/28/2014,20:45:00,Meio Ambiente,34500
32156987,12831,COR52,COR,2242439,Interrupção não programada,,7/29/2014,6:55:00,7/29/2014,8:43:00,Meio Ambiente,34500
32542895,12831,COR52,COR,2242439,Interrupção não programada,,7/29/2014,6:55:00,7/29/2014,8:43:00,Meio Ambiente,34500
13919091,12807,CAM02,CAM,2242671,Interrupção não programada,,7/29/2014,11:21:00,7/29/2014,15:35:00,Terceiros,13800
9607650,12803,BON51,BON,2243479,Interrupção não programada,,7/17/2014,19:50:00,7/20/2014,8:55:00,Meio Ambiente,34500
9809970,12803,BON51,BON,2243479,Interrupção não programada,,7/17/2014,19:50:00,7/20/2014,8:55:00,Meio Ambiente,34500
9607650,12803,BON51,BON,2243479,Interrupção não programada,,7/20/2014,9:07:00,7/22/2014,8:14:00,Meio Ambiente,34500
9809970,12803,BON51,BON,2243479,Interrupção não programada,,7/20/2014,9:07:00,7/22/2014,8:14:00,Meio Ambiente,34500
10108751,15627,ACA51,ACA,2246386,Interrupção não programada,,7/30/2014,19:01:00,7/30/2014,20:03:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2247715,Interrupção não programada,,7/24/2014,2:30:00,7/24/2014,3:47:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2247715,Interrupção não programada,,7/24/2014,3:50:00,7/24/2014,4:32:00,Própria do Sistema,34500
1388231,12860,mar.-52,MAR,2249568,Interrupção programada,,7/31/2014,12:05:00,7/31/2014,12:11:00,Manutenção,34500
13320611,12860,mar.-52,MAR,2249568,Interrupção programada,,7/31/2014,12:05:00,7/31/2014,12:11:00,Manutenção,34500
13320611,12860,mar.-52,MAR,2249584,Interrupção não programada,,7/31/2014,13:04:00,7/31/2014,14:57:00,Própria do Sistema,34500
1388231,12860,mar.-52,MAR,2249584,Interrupção não programada,,7/31/2014,13:04:00,7/31/2014,14:57:00,Própria do Sistema,34500
10108751,15627,ACA51,ACA,2253481,Interrupção não programada,,7/17/2014,22:44:00,7/17/2014,23:02:00,Meio Ambiente,34500
2285339,15632,BVI02,BVI,2253481,Interrupção não programada,,7/17/2014,22:44:00,7/17/2014,23:02:00,Meio Ambiente,13800
2285321,15632,BVI02,BVI,2253481,Interrupção não programada,,7/17/2014,22:44:00,7/17/2014,23:02:00,Meio Ambiente,13800
12169528,12881,PMU02,PMU,2246900,Interrupção não programada,,8/6/2014,6:28:00,8/6/2014,8:10:00,Meio Ambiente,13800
11729830,15627,ACA51,ACA,2234350,Interrupção programada,,8/4/2014,11:31:00,8/4/2014,11:32:00,Manutenção,34500
11729830,15627,ACA51,ACA,2234355,Interrupção programada,,8/4/2014,17:41:00,8/4/2014,17:42:00,Manutenção,34500
11729830,15627,ACA51,ACA,2234415,Interrupção programada,,8/5/2014,11:58:00,8/5/2014,17:11:00,Manutenção,34500
1887297,12875,NAN51,NAN,2238392,Interrupção programada,,8/7/2014,12:20:00,8/7/2014,15:25:00,Manutenção,34500
30093651,12807,CAM52,CAM,2244795,Interrupção não programada,,8/2/2014,6:14:00,8/2/2014,9:43:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2245207,Interrupção não programada,,8/2/2014,21:07:00,8/2/2014,22:01:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2245207,Interrupção não programada,,8/2/2014,22:05:00,8/3/2014,2:00:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2245323,Interrupção não programada,,8/3/2014,7:15:00,8/3/2014,12:35:00,Própria do Sistema,34500
32156987,12831,COR52,COR,2245563,Interrupção não programada,,8/3/2014,22:13:00,8/4/2014,10:47:00,Meio Ambiente,34500
32542895,12831,COR52,COR,2245563,Interrupção não programada,,8/3/2014,22:13:00,8/4/2014,10:47:00,Meio Ambiente,34500
30244650,12803,ACA51,ACA,2246229,Interrupção não programada,,8/5/2014,6:46:00,8/5/2014,10:27:00,Meio Ambiente,34500
11736623,12803,ACA51,ACA,2246229,Interrupção não programada,,8/5/2014,6:46:00,8/5/2014,10:27:00,Meio Ambiente,34500
11730846,12803,ACA51,ACA,2246229,Interrupção não programada,,8/5/2014,6:46:00,8/5/2014,10:27:00,Meio Ambiente,34500
32156987,12831,COR52,COR,2246665,Interrupção não programada,,8/5/2014,12:00:00,8/5/2014,17:10:00,Própria do Sistema,34500
32542895,12831,COR52,COR,2246665,Interrupção não programada,,8/5/2014,12:00:00,8/5/2014,17:10:00,Própria do Sistema,34500
12056146,12807,CAM52,CAM,2246886,Interrupção não programada,,8/6/2014,6:04:00,8/6/2014,9:47:00,Própria do Sistema,34500
32156987,12831,COR52,COR,2246930,Interrupção não programada,,8/6/2014,7:11:00,8/6/2014,9:58:00,Meio Ambiente,34500
32542895,12831,COR52,COR,2246930,Interrupção não programada,,8/6/2014,7:11:00,8/6/2014,9:58:00,Meio Ambiente,34500
1887297,12875,NAN51,NAN,2247130,Interrupção não programada,,8/6/2014,10:38:00,8/6/2014,12:15:00,Meio Ambiente,34500
11729830,15627,ACA51,ACA,2247133,Interrupção programada,,8/20/2014,6:59:00,8/20/2014,7:00:00,Manutenção,34500
11729830,15627,ACA51,ACA,2247133,Interrupção programada,,8/20/2014,12:40:00,8/20/2014,12:41:00,Manutenção,34500
2548810,12878,INO51,INO,2247284,Interrupção programada,,8/21/2014,12:16:00,8/21/2014,15:30:00,Manutenção,34500
2548810,12878,INO51,INO,2247507,Interrupção não programada,,8/7/2014,7:04:00,8/7/2014,10:10:00,Própria do Sistema,34500
11729830,15627,ACA51,ACA,2247712,Interrupção programada,,8/23/2014,7:32:00,8/23/2014,11:58:00,Manutenção,34500
1887297,12875,NAN51,NAN,2248869,Interrupção não programada,,8/9/2014,17:41:00,8/9/2014,21:09:00,Meio Ambiente,34500
32542895,12831,COR52,COR,2248968,Interrupção não programada,,8/10/2014,7:25:00,8/10/2014,10:27:00,Própria do Sistema,34500
32156987,12831,COR52,COR,2248968,Interrupção não programada,,8/10/2014,7:25:00,8/10/2014,10:27:00,Própria do Sistema,34500
32542895,12831,COR52,COR,2249064,Interrupção não programada,,8/10/2014,11:51:00,8/10/2014,14:33:00,Própria do Sistema,34500
32156987,12831,COR52,COR,2249064,Interrupção não programada,,8/10/2014,11:51:00,8/10/2014,14:33:00,Própria do Sistema,34500
32156987,12831,COR52,COR,2249202,Interrupção não programada,,8/11/2014,1:10:00,8/11/2014,10:27:00,Própria do Sistema,34500
32542895,12831,COR52,COR,2249202,Interrupção não programada,,8/11/2014,1:10:00,8/11/2014,10:27:00,Própria do Sistema,34500
32156987,12831,COR52,COR,2250015,Interrupção não programada,,8/12/2014,14:27:00,8/13/2014,9:25:00,Própria do Sistema,34500
32542895,12831,COR52,COR,2250015,Interrupção não programada,,8/12/2014,14:27:00,8/13/2014,9:25:00,Própria do Sistema,34500
11729830,15627,ACA51,ACA,2250519,Interrupção não programada,,8/13/2014,7:55:00,8/13/2014,8:28:00,Meio Ambiente,34500
30093651,12807,CAM52,CAM,2250658,Interrupção não programada,,8/13/2014,8:43:00,8/13/2014,12:14:00,Própria do Sistema,34500
13320611,12860,mar.-52,MAR,2250898,Interrupção não programada,,8/13/2014,10:29:00,8/13/2014,14:00:00,Meio Ambiente,34500
1388231,12860,mar.-52,MAR,2250898,Interrupção não programada,,8/13/2014,10:29:00,8/13/2014,14:00:00,Meio Ambiente,34500
13320611,12860,mar.-52,MAR,2251554,Interrupção não programada,,8/14/2014,6:43:00,8/14/2014,9:50:00,Meio Ambiente,34500
1388231,12860,mar.-52,MAR,2251554,Interrupção não programada,,8/14/2014,6:43:00,8/14/2014,9:50:00,Meio Ambiente,34500
32156987,12831,COR52,COR,2252666,Interrupção não programada,,8/16/2014,6:28:00,8/16/2014,12:08:00,Própria do Sistema,34500
32542895,12831,COR52,COR,2252666,Interrupção não programada,,8/16/2014,6:28:00,8/16/2014,12:08:00,Própria do Sistema,34500
1887297,12875,NAN51,NAN,2252921,Interrupção não programada,,8/16/2014,17:32:00,8/16/2014,19:58:00,Própria do Sistema,34500
12056146,12807,CAM52,CAM,2253008,Interrupção não programada,,8/17/2014,5:33:00,8/17/2014,6:59:00,Meio Ambiente,34500
12169528,12881,PMU02,PMU,2253010,Interrupção não programada,,8/17/2014,6:31:00,8/17/2014,7:14:00,Meio Ambiente,13800
2548810,12878,INO51,INO,2253458,Interrupção não programada,,8/18/2014,7:27:00,8/18/2014,14:38:00,Meio Ambiente,34500
10108751,15627,ACA51,ACA,2254929,Interrupção não programada,,8/20/2014,20:33:00,8/20/2014,20:34:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2255004,Interrupção não programada,,8/21/2014,8:06:00,8/21/2014,8:11:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2255365,Interrupção não programada,,8/21/2014,19:06:00,8/22/2014,11:16:00,Própria do Sistema,34500
32156987,12831,COR52,COR,2255640,Interrupção não programada,,8/22/2014,14:04:00,8/23/2014,11:30:00,Meio Ambiente,34500
32542895,12831,COR52,COR,2255640,Interrupção não programada,,8/22/2014,14:04:00,8/23/2014,11:30:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2255887,Interrupção não programada,,8/23/2014,3:18:00,8/23/2014,4:16:00,Própria do Sistema,34500
32542895,12831,COR52,COR,2256371,Interrupção não programada,,8/24/2014,12:37:00,8/25/2014,9:45:00,Própria do Sistema,34500
32156987,12831,COR52,COR,2256371,Interrupção não programada,,8/24/2014,12:37:00,8/25/2014,9:45:00,Própria do Sistema,34500
30244650,12803,ACA51,ACA,2256412,Interrupção não programada,,8/24/2014,13:58:00,8/24/2014,16:00:00,Meio Ambiente,34500
9607650,12803,BON51,BON,2257096,Interrupção não programada,,8/25/2014,17:04:00,8/25/2014,17:05:00,Meio Ambiente,34500
9809970,12803,BON51,BON,2257096,Interrupção não programada,,8/25/2014,17:04:00,8/25/2014,17:05:00,Meio Ambiente,34500
11729830,15627,ACA51,ACA,2257349,Interrupção não programada,,8/26/2014,6:36:00,8/26/2014,7:55:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2257956,Interrupção não programada,,8/26/2014,21:31:00,8/27/2014,1:00:00,Própria do Sistema,34500
